name,link,Default Branch,SHA,Stargazers Count,Forks Count,Date,Maven,Gradle,Travis CI,Github Actions
JSQLParser/JSqlParser,https://github.com/JSQLParser/JSqlParser,master,81a648eba8db92dace06d983faaec4db2c7dbb43,3753,1130,44741.6247337963,pom.xml;,build.gradle;settings.gradle;,.travis.yml;,.github/workflows/maven.yml;,,,,,,,,,,,,,,,,,,
