"fabric-sdk-java,.github/workflows/build.yml,17,mvn -B clean install -DskipITs=false -Dmaven.test.failure.ignore=false javadoc:javadoc,fabric-sdk-java_build-test_java-version_17.csv",target/surefire-reports/,"['maven-surefire-plugin', 'maven-failsafe-plugin', 'org.xolstice.maven.plugins#protobuf-maven-plugin', 'maven-compiler-plugin', 'maven-javadoc-plugin', 'maven-checkstyle-plugin', 'org.jacoco#jacoco-maven-plugin', 'maven-antrun-plugin', 'pl.project13.maven#git-commit-id-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'org.apache.maven.plugins#maven-site-plugin']",15
"fabric-sdk-java,.github/workflows/build.yml,8,mvn -B clean install -DskipITs=false -Dmaven.test.failure.ignore=false javadoc:javadoc,fabric-sdk-java_build-test_java-version_8.csv",target/surefire-reports/,"['maven-surefire-plugin', 'maven-failsafe-plugin', 'org.xolstice.maven.plugins#protobuf-maven-plugin', 'maven-compiler-plugin', 'maven-javadoc-plugin', 'maven-checkstyle-plugin', 'org.jacoco#jacoco-maven-plugin', 'maven-antrun-plugin', 'pl.project13.maven#git-commit-id-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'org.apache.maven.plugins#maven-site-plugin']",15
"github-api,.github/workflows/codeql-analysis.yml,11,mvn clean package,github-api_codeql-analysis-analyze_language_java.csv",target/test-classes/,"['org.jacoco#maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.apache.bcel#maven-project-info-reports-plugin', 'org.jenkins-ci#maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin']",16
"github-api,.github/workflows/maven-build.yml,11,mvn -B clean install,github-api_maven-build-test_os_ubuntu_java_11.csv",target/cache/,"['org.jacoco#maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.apache.bcel#maven-project-info-reports-plugin', 'org.jenkins-ci#maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin']",16
"github-api,.github/workflows/maven-build.yml,11,mvn -B clean install,github-api_maven-build-test_os_ubuntu_java_11.csv",target/japicmp/,"['org.jacoco#maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.apache.bcel#maven-project-info-reports-plugin', 'org.jenkins-ci#maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin']",16
"github-api,.github/workflows/maven-build.yml,11,mvn -B clean install,github-api_maven-build-test_os_ubuntu_java_11.csv",target/site/,"['org.jacoco#maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.apache.bcel#maven-project-info-reports-plugin', 'org.jenkins-ci#maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin']",16
"github-api,.github/workflows/maven-build.yml,11,mvn -B clean install,github-api_maven-build-test_os_ubuntu_java_11.csv",target/surefire-reports/,"['org.jacoco#maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.apache.bcel#maven-project-info-reports-plugin', 'org.jenkins-ci#maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin']",16
"github-api,.github/workflows/maven-build.yml,11,mvn -B clean,github-api_maven-build-site_java_11.csv",target/site/,"['org.jacoco#maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.apache.bcel#maven-project-info-reports-plugin', 'org.jenkins-ci#maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin']",16
"github-api,.github/workflows/maven-build.yml,17,mvn -B clean install,github-api_maven-build-test_os_ubuntu_java_17.csv",target/cache/,"['org.jacoco#maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.apache.bcel#maven-project-info-reports-plugin', 'org.jenkins-ci#maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin']",16
"github-api,.github/workflows/maven-build.yml,17,mvn -B clean install,github-api_maven-build-test_os_ubuntu_java_17.csv",target/japicmp/,"['org.jacoco#maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.apache.bcel#maven-project-info-reports-plugin', 'org.jenkins-ci#maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin']",16
"github-api,.github/workflows/maven-build.yml,17,mvn -B clean install,github-api_maven-build-test_os_ubuntu_java_17.csv",target/site/,"['org.jacoco#maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.apache.bcel#maven-project-info-reports-plugin', 'org.jenkins-ci#maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin']",16
"github-api,.github/workflows/maven-build.yml,17,mvn -B clean install,github-api_maven-build-test_os_ubuntu_java_17.csv",target/surefire-reports/,"['org.jacoco#maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.apache.bcel#maven-project-info-reports-plugin', 'org.jenkins-ci#maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin']",16
"github-api,.github/workflows/maven-build.yml,8,mvn -B clean install,github-api_maven-build-test8_os_ubuntu_java_8.csv",target/cache/,"['org.jacoco#maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.apache.bcel#maven-project-info-reports-plugin', 'org.jenkins-ci#maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-jar-plugin', 'maven-install-plugin', 'maven-deploy-plugin']",16
"github-api,.github/workflows/maven-build.yml,8,mvn -B clean install,github-api_maven-build-test8_os_ubuntu_java_8.csv",target/surefire-reports/,"['org.jacoco#maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.apache.bcel#maven-project-info-reports-plugin', 'org.jenkins-ci#maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-jar-plugin', 'maven-install-plugin', 'maven-deploy-plugin']",16
"junit4,.github/workflows/main.yml,11,./mvnw verify javadoc:javadoc site:site --batch-mode --errors --settings .github/workflows/settings.xml,junit4_main-buildandverify_java_11.csv",target/surefire-reports/,"['maven-enforcer-plugin', 'com.google.code.maven-replacer-plugin#replacer', 'maven-compiler-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'org.apache.maven.surefire#maven-surefire-plugin', 'maven-source-plugin', 'maven-javadoc-plugin', 'maven-release-plugin', 'org.apache.maven.plugins#maven-site-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-deploy-plugin', 'maven-install-plugin', 'maven-resources-plugin']",14
"junit4,.github/workflows/main.yml,17,/mvnw verify javadoc:javadoc site:site --batch-mode --errors --settings .github/workflows/settings.xml,junit4_main-buildandverify_java_17.csv",target/surefire-reports/,"['maven-enforcer-plugin', 'com.google.code.maven-replacer-plugin#replacer', 'maven-compiler-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'org.apache.maven.surefire#maven-surefire-plugin', 'maven-source-plugin', 'maven-javadoc-plugin', 'maven-release-plugin', 'org.apache.maven.plugins#maven-site-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-deploy-plugin', 'maven-install-plugin', 'maven-resources-plugin']",14
"junit4,.github/workflows/main.yml,18,./mvnw verify javadoc:javadoc site:site --batch-mode --errors --settings .github/workflows/settings.xml,junit4_main-buildandverify_java_18.csv",target/surefire-reports/,"['maven-enforcer-plugin', 'com.google.code.maven-replacer-plugin#replacer', 'maven-compiler-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'org.apache.maven.surefire#maven-surefire-plugin', 'maven-source-plugin', 'maven-javadoc-plugin', 'maven-release-plugin', 'org.apache.maven.plugins#maven-site-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-deploy-plugin', 'maven-install-plugin', 'maven-resources-plugin']",14
"junit4,.github/workflows/main.yml,8,./mvnw verify javadoc:javadoc site:site --batch-mode --errors --settings .github/workflows/settings.xml,junit4_main-buildandverify_java_8.csv",target/surefire-reports/,"['maven-enforcer-plugin', 'com.google.code.maven-replacer-plugin#replacer', 'maven-compiler-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'org.apache.maven.surefire#maven-surefire-plugin', 'maven-source-plugin', 'maven-javadoc-plugin', 'maven-release-plugin', 'org.apache.maven.plugins#maven-site-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-deploy-plugin', 'maven-install-plugin', 'maven-resources-plugin']",14
"kafdrop,.github/workflows/pull_request.yml,17,mvn -B verify,kafdrop_pull_request-build.csv",target/docker-ready/,"['maven-compiler-plugin', 'maven-assembly-plugin', 'maven-jar-plugin', 'com.spotify#docker-maven-plugin', 'maven-resources-plugin', 'org.springframework.boot#spring-boot-maven-plugin', 'maven-failsafe-plugin', 'maven-clean-plugin', 'maven-surefire-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'org.apache.maven.plugins#maven-site-plugin']",12
"kafdrop,.github/workflows/pull_request.yml,17,mvn -B verify,kafdrop_pull_request-build.csv",target/surefire-reports/,"['maven-compiler-plugin', 'maven-assembly-plugin', 'maven-jar-plugin', 'com.spotify#docker-maven-plugin', 'maven-resources-plugin', 'org.springframework.boot#spring-boot-maven-plugin', 'maven-failsafe-plugin', 'maven-clean-plugin', 'maven-surefire-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'org.apache.maven.plugins#maven-site-plugin']",12
"matsim-example-project,.github/workflows/maven.yml,11,mvn -B verify,matsim-example-project_maven-build.csv",target/surefire-reports/,"['maven-eclipse-plugin', 'maven-shade-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-jar-plugin', 'maven-compiler-plugin', 'maven-surefire-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'org.apache.maven.plugins#maven-site-plugin']",10
"mcMMO,.github/workflows/maven.yml,17,mvn verify -B,mcMMO_maven-compile.csv",target/surefire-reports/,"['maven-surefire-plugin', 'maven-failsafe-plugin', 'maven-release-plugin', 'maven-compiler-plugin', 'maven-assembly-plugin', 'maven-shade-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-jar-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'org.apache.maven.plugins#maven-site-plugin']",12
"mooc-software-testing,.github/workflows/maven.yml,11,mvn -B package,mooc-software-testing_maven-build.csv",target/jacoco-ut/,"['org.jacoco#jacoco-maven-plugin', 'maven-compiler-plugin', 'org.junit.platform#maven-surefire-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-jar-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'org.apache.maven.plugins#maven-site-plugin']",9
"mooc-software-testing,.github/workflows/maven.yml,11,mvn -B package,mooc-software-testing_maven-build.csv",target/site/,"['org.jacoco#jacoco-maven-plugin', 'maven-compiler-plugin', 'org.junit.platform#maven-surefire-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-jar-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'org.apache.maven.plugins#maven-site-plugin']",9
"mooc-software-testing,.github/workflows/maven.yml,11,mvn -B package,mooc-software-testing_maven-build.csv",target/surefire-reports/,"['org.jacoco#jacoco-maven-plugin', 'maven-compiler-plugin', 'org.junit.platform#maven-surefire-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-jar-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'org.apache.maven.plugins#maven-site-plugin']",9
"open-location-code,.github/workflows/main.yml,11,mvn package,open-location-code_main-testjava_java_11.csv",target/surefire-reports/,"['maven-enforcer-plugin', 'maven-compiler-plugin', 'maven-jar-plugin', 'maven-source-plugin', 'maven-javadoc-plugin', 'maven-gpg-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'com.diffplug.spotless#spotless-maven-plugin', 'maven-pmd-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-surefire-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'org.apache.maven.plugins#maven-site-plugin']",15
"open-location-code,.github/workflows/main.yml,16,mvn package,open-location-code_main-testjava_java_16.csv",target/surefire-reports/,"['maven-enforcer-plugin', 'maven-compiler-plugin', 'maven-jar-plugin', 'maven-source-plugin', 'maven-javadoc-plugin', 'maven-gpg-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'com.diffplug.spotless#spotless-maven-plugin', 'maven-pmd-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-surefire-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'org.apache.maven.plugins#maven-site-plugin']",15
"open-location-code,.github/workflows/main.yml,17,mvn package,open-location-code_main-testjava_java_17.csv",target/surefire-reports/,"['maven-enforcer-plugin', 'maven-compiler-plugin', 'maven-jar-plugin', 'maven-source-plugin', 'maven-javadoc-plugin', 'maven-gpg-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'com.diffplug.spotless#spotless-maven-plugin', 'maven-pmd-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-surefire-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'org.apache.maven.plugins#maven-site-plugin']",15
"open-location-code,.github/workflows/main.yml,8,mvn package,open-location-code_main-testjava_java_8.csv",target/surefire-reports/,"['maven-enforcer-plugin', 'maven-compiler-plugin', 'maven-jar-plugin', 'maven-source-plugin', 'maven-javadoc-plugin', 'maven-gpg-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'com.diffplug.spotless#spotless-maven-plugin', 'maven-pmd-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-surefire-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'org.apache.maven.plugins#maven-site-plugin']",15
"pipelines-java,.github/workflows/codeql-analysis.yml,11,mvn clean package -B -V -e -Dfindbugs.skip -Dcheckstyle.skip -Dpmd.skip=true -Dspotbugs.skip -Denforcer.skip -Dmaven.javadoc.skip -DskipTests -Dmaven.test.skip.exec -Dlicense.skip=true -Drat.skip=true -Dspotless.check.skip=true ,pipelines-java_codeql-analysis-analyze_language_java.csv",target/test-classes/,"['org.jacoco#jacoco-maven-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-war-plugin', 'maven-compiler-plugin', 'maven-surefire-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'org.apache.maven.plugins#maven-site-plugin']",9
"socket.io-client-java,.github/workflows/ci.yml,11,mvn verify -Dgpg.skip=true,socket.io-client-java_ci-verify_java_11.csv",target/surefire-reports/,"['maven-enforcer-plugin', 'maven-compiler-plugin', 'maven-surefire-plugin', 'maven-gpg-plugin', 'maven-source-plugin', 'maven-javadoc-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.codehaus.mojo#exec-maven-plugin', 'org.codehaus.mojo#versions-maven-plugin', 'org.apache.maven.plugins#maven-site-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-jar-plugin', 'maven-install-plugin', 'maven-deploy-plugin']",16
"socket.io-client-java,.github/workflows/ci.yml,7,mvn verify -Dgpg.skip=true,socket.io-client-java_ci-verify_java_7.csv",target/surefire-reports/,"['maven-enforcer-plugin', 'maven-compiler-plugin', 'maven-surefire-plugin', 'maven-gpg-plugin', 'maven-source-plugin', 'maven-javadoc-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.codehaus.mojo#exec-maven-plugin', 'org.codehaus.mojo#versions-maven-plugin', 'org.apache.maven.plugins#maven-site-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-jar-plugin', 'maven-install-plugin', 'maven-deploy-plugin']",16
"socket.io-client-java,.github/workflows/ci.yml,8,mvn verify -Dgpg.skip=true,socket.io-client-java_ci-verify_java_8.csv",target/surefire-reports/,"['maven-enforcer-plugin', 'maven-compiler-plugin', 'maven-surefire-plugin', 'maven-gpg-plugin', 'maven-source-plugin', 'maven-javadoc-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.codehaus.mojo#exec-maven-plugin', 'org.codehaus.mojo#versions-maven-plugin', 'org.apache.maven.plugins#maven-site-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-jar-plugin', 'maven-install-plugin', 'maven-deploy-plugin']",16
"soot,.github/workflows/ci.yml,11,mvn -B clean test -PJava11,soot_ci-BuildAndTest_java_version_11.csv",target/surefire-reports/,"['org.codehaus.mojo#xml-maven-plugin', 'maven-resources-plugin', 'org.codehaus.mojo#build-helper-maven-plugin', 'maven-compiler-plugin', 'org.apache.maven.surefire#maven-surefire-plugin', 'maven-jar-plugin', 'com.puppycrawl.tools#maven-checkstyle-plugin', 'org.codehaus.mojo#license-maven-plugin', 'maven-assembly-plugin', 'maven-source-plugin', 'maven-javadoc-plugin', 'maven-clean-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'org.apache.maven.plugins#maven-site-plugin']",15
