"github-api,.github/workflows/maven-build.yml,17,mvn -B clean install,github-api_maven-build-test_os_ubuntu_java_17.csv",target/site/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-surefire-plugin', 'maven-source-plugin', 'maven-gpg-plugin', 'org.jacoco#jacoco-maven-plugin', 'maven-javadoc-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'maven-project-info-reports-plugin', 'maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin']"
"github-api,.github/workflows/maven-build.yml,17,mvn -B clean install,github-api_maven-build-test_os_ubuntu_java_17.csv",target/surefire-reports/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-surefire-plugin', 'maven-source-plugin', 'maven-gpg-plugin', 'org.jacoco#jacoco-maven-plugin', 'maven-javadoc-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'maven-project-info-reports-plugin', 'maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin']"
"github-api,.github/workflows/maven-build.yml,8,mvn -B clean install,github-api_maven-build-test8_os_ubuntu_java_8.csv",target/cache/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-surefire-plugin', 'maven-source-plugin', 'maven-gpg-plugin', 'org.jacoco#jacoco-maven-plugin', 'maven-javadoc-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'maven-project-info-reports-plugin', 'maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-jar-plugin', 'maven-install-plugin', 'maven-deploy-plugin']"
"github-api,.github/workflows/maven-build.yml,8,mvn -B clean install,github-api_maven-build-test8_os_ubuntu_java_8.csv",target/surefire-reports/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-surefire-plugin', 'maven-source-plugin', 'maven-gpg-plugin', 'org.jacoco#jacoco-maven-plugin', 'maven-javadoc-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'maven-project-info-reports-plugin', 'maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-jar-plugin', 'maven-install-plugin', 'maven-deploy-plugin']"
"junit4,.github/workflows/main.yml,11,./mvnw verify javadoc:javadoc site:site --batch-mode --errors --settings .github/workflows/settings.xml,junit4_main-buildandverify_java_11.csv",target/surefire-reports/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-enforcer-plugin', 'com.google.code.maven-replacer-plugin#replacer', 'maven-compiler-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'maven-surefire-plugin', 'maven-source-plugin', 'maven-javadoc-plugin', 'maven-release-plugin', 'maven-site-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-deploy-plugin', 'maven-install-plugin', 'maven-resources-plugin']"
"junit4,.github/workflows/main.yml,17,/mvnw verify javadoc:javadoc site:site --batch-mode --errors --settings .github/workflows/settings.xml,junit4_main-buildandverify_java_17.csv",target/surefire-reports/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-enforcer-plugin', 'com.google.code.maven-replacer-plugin#replacer', 'maven-compiler-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'maven-surefire-plugin', 'maven-source-plugin', 'maven-javadoc-plugin', 'maven-release-plugin', 'maven-site-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-deploy-plugin', 'maven-install-plugin', 'maven-resources-plugin']"
"junit4,.github/workflows/main.yml,18,./mvnw verify javadoc:javadoc site:site --batch-mode --errors --settings .github/workflows/settings.xml,junit4_main-buildandverify_java_18.csv",target/surefire-reports/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-enforcer-plugin', 'com.google.code.maven-replacer-plugin#replacer', 'maven-compiler-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'maven-surefire-plugin', 'maven-source-plugin', 'maven-javadoc-plugin', 'maven-release-plugin', 'maven-site-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-deploy-plugin', 'maven-install-plugin', 'maven-resources-plugin']"
"junit4,.github/workflows/main.yml,8,./mvnw verify javadoc:javadoc site:site --batch-mode --errors --settings .github/workflows/settings.xml,junit4_main-buildandverify_java_8.csv",target/surefire-reports/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-enforcer-plugin', 'com.google.code.maven-replacer-plugin#replacer', 'maven-compiler-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'maven-surefire-plugin', 'maven-source-plugin', 'maven-javadoc-plugin', 'maven-release-plugin', 'maven-site-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-deploy-plugin', 'maven-install-plugin', 'maven-resources-plugin']"
"kafdrop,.github/workflows/pull_request.yml,17,mvn -B verify,kafdrop_pull_request-build.csv",target/docker-ready/,"['org.codehaus.mojo#build-helper-maven-plugin', 'org.flywaydb#flyway-maven-plugin', 'pl.project13.maven#git-commit-id-plugin', 'org.apache.johnzon#johnzon-maven-plugin', 'org.jooq#jooq-codegen-maven', 'org.jetbrains.kotlin#kotlin-maven-plugin', 'org.liquibase#liquibase-maven-plugin', 'maven-antrun-plugin', 'maven-assembly-plugin', 'maven-clean-plugin', 'maven-compiler-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-deploy-plugin', 'maven-enforcer-plugin', 'maven-failsafe-plugin', 'maven-help-plugin', 'maven-install-plugin', 'maven-invoker-plugin', 'maven-jar-plugin', 'maven-javadoc-plugin', 'maven-resources-plugin', 'maven-shade-plugin', 'maven-source-plugin', 'maven-surefire-plugin', 'maven-war-plugin', 'org.springframework.boot#spring-boot-maven-plugin', 'org.codehaus.mojo#versions-maven-plugin', 'org.codehaus.mojo#xml-maven-plugin', 'maven-compiler-plugin', 'maven-assembly-plugin', 'maven-jar-plugin', 'com.spotify#docker-maven-plugin', 'maven-resources-plugin', 'org.springframework.boot#spring-boot-maven-plugin', 'maven-failsafe-plugin', 'maven-clean-plugin', 'maven-surefire-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'maven-site-plugin']"
"kafdrop,.github/workflows/pull_request.yml,17,mvn -B verify,kafdrop_pull_request-build.csv",target/surefire-reports/,"['org.codehaus.mojo#build-helper-maven-plugin', 'org.flywaydb#flyway-maven-plugin', 'pl.project13.maven#git-commit-id-plugin', 'org.apache.johnzon#johnzon-maven-plugin', 'org.jooq#jooq-codegen-maven', 'org.jetbrains.kotlin#kotlin-maven-plugin', 'org.liquibase#liquibase-maven-plugin', 'maven-antrun-plugin', 'maven-assembly-plugin', 'maven-clean-plugin', 'maven-compiler-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-deploy-plugin', 'maven-enforcer-plugin', 'maven-failsafe-plugin', 'maven-help-plugin', 'maven-install-plugin', 'maven-invoker-plugin', 'maven-jar-plugin', 'maven-javadoc-plugin', 'maven-resources-plugin', 'maven-shade-plugin', 'maven-source-plugin', 'maven-surefire-plugin', 'maven-war-plugin', 'org.springframework.boot#spring-boot-maven-plugin', 'org.codehaus.mojo#versions-maven-plugin', 'org.codehaus.mojo#xml-maven-plugin', 'maven-compiler-plugin', 'maven-assembly-plugin', 'maven-jar-plugin', 'com.spotify#docker-maven-plugin', 'maven-resources-plugin', 'org.springframework.boot#spring-boot-maven-plugin', 'maven-failsafe-plugin', 'maven-clean-plugin', 'maven-surefire-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'maven-site-plugin']"
"matsim-example-project,.github/workflows/maven.yml,11,mvn -B verify,matsim-example-project_maven-build.csv",target/surefire-reports/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-eclipse-plugin', 'maven-shade-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-jar-plugin', 'maven-compiler-plugin', 'maven-surefire-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'maven-site-plugin']"
"mcMMO,.github/workflows/maven.yml,17,mvn verify -B,mcMMO_maven-compile.csv",target/surefire-reports/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-surefire-plugin', 'maven-failsafe-plugin', 'maven-release-plugin', 'maven-compiler-plugin', 'maven-assembly-plugin', 'maven-shade-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-jar-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'maven-site-plugin']"
"mooc-software-testing,.github/workflows/maven.yml,11,mvn -B package,mooc-software-testing_maven-build.csv",target/jacoco-ut/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'org.jacoco#jacoco-maven-plugin', 'maven-compiler-plugin', 'maven-surefire-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-jar-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'maven-site-plugin']"
