"Algorithms,.github/workflows/check.yml,8,mvn install,Algorithms_check-build.csv",target/site/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-checkstyle-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-jar-plugin', 'maven-compiler-plugin', 'maven-surefire-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'maven-site-plugin']"
"Algorithms,.github/workflows/check.yml,8,mvn install,Algorithms_check-build.csv",target/surefire-reports/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-checkstyle-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-jar-plugin', 'maven-compiler-plugin', 'maven-surefire-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'maven-site-plugin']"
"JSqlParser,.github/workflows/maven.yml,11,mvn -B package,JSqlParser_maven-build_java_11.csv",target/site/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-pmd-plugin', 'org.codehaus.mojo#build-helper-maven-plugin', 'maven-compiler-plugin', 'org.javacc.plugin#javacc-maven-plugin', 'maven-eclipse-plugin', 'maven-resources-plugin', 'org.codehaus.mojo#license-maven-plugin', 'maven-release-plugin', 'maven-source-plugin', 'maven-javadoc-plugin', 'maven-site-plugin', 'org.eluder.coveralls#coveralls-maven-plugin', 'org.codehaus.mojo#cobertura-maven-plugin', 'org.apache.felix#maven-bundle-plugin', 'maven-surefire-plugin', 'org.jacoco#jacoco-maven-plugin', 'maven-checkstyle-plugin', 'maven-clean-plugin', 'maven-install-plugin', 'maven-deploy-plugin']"
"JSqlParser,.github/workflows/maven.yml,11,mvn -B package,JSqlParser_maven-build_java_11.csv",target/surefire-reports/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-pmd-plugin', 'org.codehaus.mojo#build-helper-maven-plugin', 'maven-compiler-plugin', 'org.javacc.plugin#javacc-maven-plugin', 'maven-eclipse-plugin', 'maven-resources-plugin', 'org.codehaus.mojo#license-maven-plugin', 'maven-release-plugin', 'maven-source-plugin', 'maven-javadoc-plugin', 'maven-site-plugin', 'org.eluder.coveralls#coveralls-maven-plugin', 'org.codehaus.mojo#cobertura-maven-plugin', 'org.apache.felix#maven-bundle-plugin', 'maven-surefire-plugin', 'org.jacoco#jacoco-maven-plugin', 'maven-checkstyle-plugin', 'maven-clean-plugin', 'maven-install-plugin', 'maven-deploy-plugin']"
"JSqlParser,.github/workflows/maven.yml,8,mvn -B package,JSqlParser_maven-build_java_8.csv",target/site/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-pmd-plugin', 'org.codehaus.mojo#build-helper-maven-plugin', 'maven-compiler-plugin', 'org.javacc.plugin#javacc-maven-plugin', 'maven-eclipse-plugin', 'maven-resources-plugin', 'org.codehaus.mojo#license-maven-plugin', 'maven-release-plugin', 'maven-source-plugin', 'maven-javadoc-plugin', 'maven-site-plugin', 'org.eluder.coveralls#coveralls-maven-plugin', 'org.codehaus.mojo#cobertura-maven-plugin', 'org.apache.felix#maven-bundle-plugin', 'maven-surefire-plugin', 'org.jacoco#jacoco-maven-plugin', 'maven-checkstyle-plugin', 'maven-clean-plugin', 'maven-install-plugin', 'maven-deploy-plugin']"
"JSqlParser,.github/workflows/maven.yml,8,mvn -B package,JSqlParser_maven-build_java_8.csv",target/surefire-reports/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-pmd-plugin', 'org.codehaus.mojo#build-helper-maven-plugin', 'maven-compiler-plugin', 'org.javacc.plugin#javacc-maven-plugin', 'maven-eclipse-plugin', 'maven-resources-plugin', 'org.codehaus.mojo#license-maven-plugin', 'maven-release-plugin', 'maven-source-plugin', 'maven-javadoc-plugin', 'maven-site-plugin', 'org.eluder.coveralls#coveralls-maven-plugin', 'org.codehaus.mojo#cobertura-maven-plugin', 'org.apache.felix#maven-bundle-plugin', 'maven-surefire-plugin', 'org.jacoco#jacoco-maven-plugin', 'maven-checkstyle-plugin', 'maven-clean-plugin', 'maven-install-plugin', 'maven-deploy-plugin']"
"Mybatis-PageHelper,.github/workflows/pull-request.yml,8,mvn --batch-mode --update-snapshots -P dev verify,Mybatis-PageHelper_pull-request-mvnverify.csv",target/surefire-reports/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-compiler-plugin', 'maven-javadoc-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-jar-plugin', 'maven-surefire-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'maven-site-plugin']"
"UniversalMediaServer,.github/workflows/ci.yaml,17,mvn verify -P testing,UniversalMediaServer_ci.yaml-linuxbionic_java-version_17.csv",target/surefire-reports/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-surefire-plugin', 'org.digitalmediaserver#crowdin-maven-plugin', 'org.eclipse.m2e#lifecycle-mapping', 'maven-enforcer-plugin', 'pl.project13.maven#git-commit-id-plugin', 'maven-compiler-plugin', 'maven-eclipse-plugin', 'maven-idea-plugin', 'maven-site-plugin', 'maven-assembly-plugin', 'maven-antrun-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-jar-plugin', 'maven-surefire-plugin', 'maven-install-plugin', 'maven-deploy-plugin']"
"UniversalMediaServer,.github/workflows/ci.yaml,17,mvn verify -P testing,UniversalMediaServer_ci.yaml-linuxfocal_java-version_17.csv",target/surefire-reports/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-surefire-plugin', 'org.digitalmediaserver#crowdin-maven-plugin', 'org.eclipse.m2e#lifecycle-mapping', 'maven-enforcer-plugin', 'pl.project13.maven#git-commit-id-plugin', 'maven-compiler-plugin', 'maven-eclipse-plugin', 'maven-idea-plugin', 'maven-site-plugin', 'maven-assembly-plugin', 'maven-antrun-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-jar-plugin', 'maven-surefire-plugin', 'maven-install-plugin', 'maven-deploy-plugin']"
"fabric-sdk-java,.github/workflows/build.yml,11,mvn -B clean install -DskipITs=false -Dmaven.test.failure.ignore=false javadoc:javadoc,fabric-sdk-java_build-test_java-version_11.csv",target/surefire-reports/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-surefire-plugin', 'maven-failsafe-plugin', 'org.xolstice.maven.plugins#protobuf-maven-plugin', 'maven-compiler-plugin', 'maven-javadoc-plugin', 'maven-checkstyle-plugin', 'org.jacoco#jacoco-maven-plugin', 'maven-antrun-plugin', 'pl.project13.maven#git-commit-id-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'maven-site-plugin']"
"fabric-sdk-java,.github/workflows/build.yml,17,mvn -B clean install -DskipITs=false -Dmaven.test.failure.ignore=false javadoc:javadoc,fabric-sdk-java_build-test_java-version_17.csv",target/surefire-reports/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-surefire-plugin', 'maven-failsafe-plugin', 'org.xolstice.maven.plugins#protobuf-maven-plugin', 'maven-compiler-plugin', 'maven-javadoc-plugin', 'maven-checkstyle-plugin', 'org.jacoco#jacoco-maven-plugin', 'maven-antrun-plugin', 'pl.project13.maven#git-commit-id-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'maven-site-plugin']"
"fabric-sdk-java,.github/workflows/build.yml,8,mvn -B clean install -DskipITs=false -Dmaven.test.failure.ignore=false javadoc:javadoc,fabric-sdk-java_build-test_java-version_8.csv",target/surefire-reports/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-surefire-plugin', 'maven-failsafe-plugin', 'org.xolstice.maven.plugins#protobuf-maven-plugin', 'maven-compiler-plugin', 'maven-javadoc-plugin', 'maven-checkstyle-plugin', 'org.jacoco#jacoco-maven-plugin', 'maven-antrun-plugin', 'pl.project13.maven#git-commit-id-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin', 'maven-site-plugin']"
"github-api,.github/workflows/codeql-analysis.yml,11,mvn clean package,github-api_codeql-analysis-analyze_language_java.csv",target/test-classes/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-surefire-plugin', 'maven-source-plugin', 'maven-gpg-plugin', 'org.jacoco#jacoco-maven-plugin', 'maven-javadoc-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'maven-project-info-reports-plugin', 'maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin']"
"github-api,.github/workflows/maven-build.yml,11,mvn -B clean install,github-api_maven-build-test_os_ubuntu_java_11.csv",target/cache/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-surefire-plugin', 'maven-source-plugin', 'maven-gpg-plugin', 'org.jacoco#jacoco-maven-plugin', 'maven-javadoc-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'maven-project-info-reports-plugin', 'maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin']"
"github-api,.github/workflows/maven-build.yml,11,mvn -B clean install,github-api_maven-build-test_os_ubuntu_java_11.csv",target/japicmp/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-surefire-plugin', 'maven-source-plugin', 'maven-gpg-plugin', 'org.jacoco#jacoco-maven-plugin', 'maven-javadoc-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'maven-project-info-reports-plugin', 'maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin']"
"github-api,.github/workflows/maven-build.yml,11,mvn -B clean install,github-api_maven-build-test_os_ubuntu_java_11.csv",target/site/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-surefire-plugin', 'maven-source-plugin', 'maven-gpg-plugin', 'org.jacoco#jacoco-maven-plugin', 'maven-javadoc-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'maven-project-info-reports-plugin', 'maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin']"
"github-api,.github/workflows/maven-build.yml,11,mvn -B clean install,github-api_maven-build-test_os_ubuntu_java_11.csv",target/surefire-reports/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-surefire-plugin', 'maven-source-plugin', 'maven-gpg-plugin', 'org.jacoco#jacoco-maven-plugin', 'maven-javadoc-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'maven-project-info-reports-plugin', 'maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin']"
"github-api,.github/workflows/maven-build.yml,11,mvn -B clean,github-api_maven-build-site_java_11.csv",target/site/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-surefire-plugin', 'maven-source-plugin', 'maven-gpg-plugin', 'org.jacoco#jacoco-maven-plugin', 'maven-javadoc-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'maven-project-info-reports-plugin', 'maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin']"
"github-api,.github/workflows/maven-build.yml,17,mvn -B clean install,github-api_maven-build-test_os_ubuntu_java_17.csv",target/cache/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-surefire-plugin', 'maven-source-plugin', 'maven-gpg-plugin', 'org.jacoco#jacoco-maven-plugin', 'maven-javadoc-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'maven-project-info-reports-plugin', 'maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin']"
"github-api,.github/workflows/maven-build.yml,17,mvn -B clean install,github-api_maven-build-test_os_ubuntu_java_17.csv",target/japicmp/,"['maven-antrun-plugin', 'maven-assembly-plugin', 'maven-dependency-plugin', 'maven-release-plugin', 'maven-surefire-plugin', 'maven-source-plugin', 'maven-gpg-plugin', 'org.jacoco#jacoco-maven-plugin', 'maven-javadoc-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'maven-site-plugin', 'maven-release-plugin', 'org.sonatype.plugins#nexus-staging-maven-plugin', 'maven-project-info-reports-plugin', 'maven-compiler-plugin', 'maven-surefire-plugin', 'org.codehaus.mojo#animal-sniffer-maven-plugin', 'com.infradna.tool#bridge-method-injector', 'com.diffplug.spotless#spotless-maven-plugin', 'com.github.spotbugs#spotbugs-maven-plugin', 'com.github.siom79.japicmp#japicmp-maven-plugin', 'maven-jar-plugin', 'maven-clean-plugin', 'maven-resources-plugin', 'maven-install-plugin', 'maven-deploy-plugin']"
